Sch_div,School,Division,Street,City,State,Zip,Latitude,Longitude
Seaford Elementary York County Public Schools,Seaford Elementary,York County Public Schools,1105 Seaford Rd,Seaford,VA,23696,37.186171,-76.445046
Tabb Elementary York County Public Schools,Tabb Elementary,York County Public Schools,3711 Big Bethel Rd,Yorktown,VA,23693,37.11351,-76.431289
Waller Mill Elementary York County Public Schools,Waller Mill Elementary,York County Public Schools,314 Waller Mill Rd,Williamsburg,VA,23185,37.292421,-76.712102
Yorktown Elementary York County Public Schools,Yorktown Elementary,York County Public Schools,131 Siege Ln,Yorktown,VA,23692,37.198886,-76.505339
Albert W. Patrick III Elementary Hampton City Public Schools,Albert W. Patrick III Elementary,Hampton City Public Schools,160 Apollo Dr,Hampton,VA,23669,37.057048,-76.337199
Alfred S. Forrest Elementary Hampton City Public Schools,Alfred S. Forrest Elementary,Hampton City Public Schools,1406 Todds Ln,Hampton,VA,23666,37.041269,-76.425107
Armstrong Elementary Hampton City Public Schools,Armstrong Elementary,Hampton City Public Schools,3401 Matoaka Rd,Hampton,VA,23661,37.009718,-76.364555
Francis Asbury Elementary Hampton City Public Schools,Francis Asbury Elementary,Hampton City Public Schools,140 Beach Rd,Hampton,VA,23664,37.070256,-76.299556
Paul Burbank Elementary Hampton City Public Schools,Paul Burbank Elementary,Hampton City Public Schools,40 Tidemill Ln,Hampton,VA,23666,37.004507,-76.313201
Phillips Elementary Hampton City Public Schools,Phillips Elementary,Hampton City Public Schools,703 Lemaster Ave,Hampton,VA,23669,37.061031,-76.317306
Samuel P. Langley Elementary Hampton City Public Schools,Samuel P. Langley Elementary,Hampton City Public Schools,16 Rockwell Rd,Hampton,VA,23669,37.06847,-76.333322
A.W.E. Bassette Elementary Hampton City Public Schools,A.W.E. Bassette Elementary,Hampton City Public Schools,671 Bell St,Hampton,VA,23661,37.016542,-76.376249
Aberdeen Elementary Hampton City Public Schools,Aberdeen Elementary,Hampton City Public Schools,1424 Aberdeen Rd,Hampton,VA,23666,37.0335,-76.405372
Barron Elementary Hampton City Public Schools,Barron Elementary,Hampton City Public Schools,45 Fox Hill Rd,Hampton,VA,23669,37.047987,-76.341854
Captain John Smith Elementary Hampton City Public Schools,Captain John Smith Elementary,Hampton City Public Schools,379 Woodland Rd,Hampton,VA,23669,37.045496,-76.323959
Jane H. Bryan Elementary Hampton City Public Schools,Jane H. Bryan Elementary,Hampton City Public Schools,1021 N Mallory St,Hampton,VA,23663,37.027535,-76.313644
Mary S. Peake Elementary Hampton City Public Schools,Mary S. Peake Elementary,Hampton City Public Schools,57 Salina St,Hampton,VA,23669,37.049082,-76.355052
Mary T. Christian Elementary Hampton City Public Schools,Mary T. Christian Elementary,Hampton City Public Schools,2009 Andrews Blvd,Hampton,VA,23663,37.046048,-76.312152
Mary W. Jackson Elementary Hampton City Public Schools,Mary W. Jackson Elementary,Hampton City Public Schools,113 Wellington Dr,Hampton,VA,23666,37.035565,-76.439114
William Mason Cooper Elementary Hampton City Public Schools,William Mason Cooper Elementary,Hampton City Public Schools,200 Marcella Rd,Hampton,VA,23666,37.052141,-76.385068
Axton Elementary Henry County Public Schools,Axton Elementary,Henry County Public Schools,1500 Axton School Road,Axton,VA,24054,36.661081,-79.713536
Campbell Court Elementary Henry County Public Schools,Campbell Court Elementary,Henry County Public Schools,220 Campbell Ct,Bassett,VA,24055,36.757001,-79.982499
Drewry Mason Elementary Henry County Public Schools,Drewry Mason Elementary,Henry County Public Schools,45 Drewry Mason Drive,Ridgeway,VA,24148,36.573383,-79.861753
Meadow View Elementary Henry County Public Schools,Meadow View Elementary,Henry County Public Schools,740 Figsboro Road,Martinsville,VA,24112,36.750161,-79.880239
Rich Acres Elementary Henry County Public Schools,Rich Acres Elementary,Henry County Public Schools,400 Rich Acres School Rd,Martinsville,VA,24112,36.63921,-79.872371
Sanville Elementary Henry County Public Schools,Sanville Elementary,Henry County Public Schools,19 Sanville School Rd,Bassett,VA,24055,36.716217,-80.052528
Stanleytown Elementary Henry County Public Schools,Stanleytown Elementary,Henry County Public Schools,74 Edgewood Dr,Stanleytown,VA,24168,36.736815,-79.940009
Tidewater Park Elementary Norfolk City Public Schools,Tidewater Park Elementary,Norfolk City Public Schools,1045 E Brambleton Ave,Norfolk,VA,23504,36.850301,-76.277469
Ocean View Elementary Norfolk City Public Schools,Ocean View Elementary,Norfolk City Public Schools,350 W. Government Ave.,Norfolk,VA,23503,36.955635,-76.261602
Bay View Elementary Norfolk City Public Schools,Bay View Elementary,Norfolk City Public Schools,1434 Bay View Blvd,Norfolk,VA,23503,36.928629,-76.179648
Camp Allen Elementary Norfolk City Public Schools,Camp Allen Elementary,Norfolk City Public Schools,501 C Street,Norfolk,VA,23505,36.928404,-76.296719
Chesterfield Elementary Norfolk City Public Schools,Chesterfield Elementary,Norfolk City Public Schools,2915 Westminster Ave,Norfolk,VA,23504,36.844514,-76.251268
Coleman Place Elementary Norfolk City Public Schools,Coleman Place Elementary,Norfolk City Public Schools,2445 Palmyra St.,Norfolk,VA,23513,36.870208,-76.240997
Granby Elementary Norfolk City Public Schools,Granby Elementary,Norfolk City Public Schools,7101 Newport Ave,Norfolk,VA,23505,36.907888,-76.280856
Ingleside Elementary Norfolk City Public Schools,Ingleside Elementary,Norfolk City Public Schools,976 Ingleside Rd,Norfolk,VA,23502,36.853449,-76.238281
Jacox Elementary Norfolk City Public Schools,Jacox Elementary,Norfolk City Public Schools,1300 Marshall Ave,Norfolk,VA,23504,36.856346,-76.264903
James Monroe Elementary Norfolk City Public Schools,James Monroe Elementary,Norfolk City Public Schools,520 W 29th St,Norfolk,VA,23508,36.875565,-76.290224
Larchmont Elementary Norfolk City Public Schools,Larchmont Elementary,Norfolk City Public Schools,1145 Bolling Ave,Norfolk,VA,23508,36.890835,-76.300619
Larrymore Elementary Norfolk City Public Schools,Larrymore Elementary,Norfolk City Public Schools,7600 Halprin Dr,Norfolk,VA,23518,36.912043,-76.221722
Lindenwood Elementary Norfolk City Public Schools,Lindenwood Elementary,Norfolk City Public Schools,2700 Ludlow St,Norfolk,VA,23504,36.86877,-76.270648
Little Creek Elementary Norfolk City Public Schools,Little Creek Elementary,Norfolk City Public Schools,7900 Tarpon Place,Norfolk,VA,23518,36.917158,-76.209397
Mary Calcott Elementary Norfolk City Public Schools,Mary Calcott Elementary,Norfolk City Public Schools,137 Westmont Avenue,Norfolk,VA,23503,36.937584,-76.26353
Norview Elementary Norfolk City Public Schools,Norview Elementary,Norfolk City Public Schools,6401 Chesapeake Blvd,Norfolk,VA,23513,36.897174,-76.239526
Oceanair Elementary Norfolk City Public Schools,Oceanair Elementary,Norfolk City Public Schools,600 Dudley Avenue,Norfolk,VA,23503,36.941969,-76.251275
Richard Bowling Elementary Norfolk City Public Schools,Richard Bowling Elementary,Norfolk City Public Schools,2700 E. Princess Anne Rd.,Norfolk,VA,23504,36.855912,-76.257296
Sewells Point Elementary Norfolk City Public Schools,Sewells Point Elementary,Norfolk City Public Schools,7928 Hampton Blvd,Norfolk,VA,23505,36.922475,-76.314667
Sherwood Forest Elementary Norfolk City Public Schools,Sherwood Forest Elementary,Norfolk City Public Schools,3035 Sherwood Forest Lane,Norfolk,VA,23513,36.877019,-76.237988
St. Helena Elementary Norfolk City Public Schools,St. Helena Elementary,Norfolk City Public Schools,903 S Main St,Norfolk,VA,23523,36.830952,-76.284524
Suburban Park Elementary Norfolk City Public Schools,Suburban Park Elementary,Norfolk City Public Schools,310 Thole St,Norfolk,VA,23505,36.905586,-76.268249
Tanners Creek Elementary Norfolk City Public Schools,Tanners Creek Elementary,Norfolk City Public Schools,1335 Longdale Dr,Norfolk,VA,23513,36.900357,-76.233249
Tarrallton Elementary Norfolk City Public Schools,Tarrallton Elementary,Norfolk City Public Schools,2080 Tarrallton Dr,Norfolk,VA,23518,36.925802,-76.221336
Walter Herron Taylor Elementary Norfolk City Public Schools,Walter Herron Taylor Elementary,Norfolk City Public Schools,1122 W. Princess Anne Road,Norfolk,VA,23507,36.868909,-76.304482
Willard Elementary Norfolk City Public Schools,Willard Elementary,Norfolk City Public Schools,1511 Willow Wood Dr,Norfolk,VA,23509,36.887895,-76.266644
Grandin Court Elementary Roanoke City Public Schools,Grandin Court Elementary,Roanoke City Public Schools,2815 Spessard Ave SW,Roanoke,VA,24015,37.245978,-79.991065
Monterey Elementary Roanoke City Public Schools,Monterey Elementary,Roanoke City Public Schools,4501 Oliver Rd NE,Roanoke,VA,24012,37.318595,-79.935592
Crystal Spring Elementary Roanoke City Public Schools,Crystal Spring Elementary,Roanoke City Public Schools,2620 Carolina Ave SW,Roanoke,VA,24014,37.244616,-79.952258
Fairview Elementary Roanoke City Public Schools,Fairview Elementary,Roanoke City Public Schools,648 Westwood Blvd NW,Roanoke,VA,24017,37.285663,-79.995955
Fallon Park Elementary Roanoke City Public Schools,Fallon Park Elementary,Roanoke City Public Schools,502 19th St SE,Roanoke,VA,24013,37.274874,-79.915772
Fishburn Park Elementary Roanoke City Public Schools,Fishburn Park Elementary,Roanoke City Public Schools,3057 Colonial Ave SW,Roanoke,VA,24015,37.248045,-79.972013
Garden City Elementary Roanoke City Public Schools,Garden City Elementary,Roanoke City Public Schools,3718 Garden City Blvd SE,Roanoke,VA,24014,37.227747,-79.93001
Highland Park Elementary Roanoke City Public Schools,Highland Park Elementary,Roanoke City Public Schools,1212 5th St SW,Roanoke,VA,24016,37.263025,-79.950625
Hurt Park Elementary Roanoke City Public Schools,Hurt Park Elementary,Roanoke City Public Schools,1525 Salem Ave SW,Roanoke,VA,24016,37.275651,-79.966194
Lincoln Terrace Elementary Roanoke City Public Schools,Lincoln Terrace Elementary,Roanoke City Public Schools,1802 Liberty Rd NW,Roanoke,VA,24012,37.288101,-79.94502
Morningside Elementary Roanoke City Public Schools,Morningside Elementary,Roanoke City Public Schools,"1716 Wilson Avenue, SE",Roanoke,VA,24013,37.260621,-79.921359
Preston Park Elementary Roanoke City Public Schools,Preston Park Elementary,Roanoke City Public Schools,"3142 Preston Avenue, NW",Roanoke,VA,24012,37.31248,-79.947397
Roanoke Academy For Mathematics & Science Elementary Roanoke City Public Schools,Roanoke Academy For Mathematics & Science Elementary,Roanoke City Public Schools,"1616 Nineteenth Street, NW",Roanoke,VA,24017,37.297919,-79.98776
Round Hill Elementary Roanoke City Public Schools,Round Hill Elementary,Roanoke City Public Schools,2020 Oakland Boulevard,Roanoke,VA,24012,37.296442,-79.955154
Virginia Heights Elementary Roanoke City Public Schools,Virginia Heights Elementary,Roanoke City Public Schools,1210 Amherst Ave SW,Roanoke,VA,24015,37.266354,-79.9769
Wasena Elementary Roanoke City Public Schools,Wasena Elementary,Roanoke City Public Schools,1125 Sherwood Ave SW,Roanoke,VA,24015,37.25846,-79.968229
Westside Elementary Roanoke City Public Schools,Westside Elementary,Roanoke City Public Schools,1441 Westside Blvd NW,Roanoke,VA,24017,37.301013,-79.995742
Fort Blackmore Primary Scott County Public Schools,Fort Blackmore Primary,Scott County Public Schools,214 Big Stoney Creek Road,Fort Blackmore,VA,24250,36.775335,-82.576785
Duffield-Pattonsville Primary Scott County Public Schools,Duffield-Pattonsville Primary,Scott County Public Schools,663 Duffield-Pattonsville Highway,Duffield,VA,24244,36.711382,-82.833676
Hilton Elementary Scott County Public Schools,Hilton Elementary,Scott County Public Schools,303 Academy Rd.,Highway 58,,,0,0
Shoemaker Elementary Scott County Public Schools,Shoemaker Elementary,Scott County Public Schools,218 Shoemaker Dr,Gate City,VA,24251,36.639834,-82.574776
Weber City Elementary Scott County Public Schools,Weber City Elementary,Scott County Public Schools,322 Jennings St,Weber City,VA,24290,36.622726,-82.554976
Yuma Elementary Scott County Public Schools,Yuma Elementary,Scott County Public Schools,130 Grover Cleveland Lane,Gate City,VA,24251,36.617367,-82.628969
Dungannon Elementary School Scott County Public Schools,Dungannon Elementary School,Scott County Public Schools,113 Fifth Avenue,Dungannon,VA,24245,36.831331,-82.466162
Rye Cove Intermediate Scott County Public Schools,Rye Cove Intermediate,Scott County Public Schools,158 Memorial School Lane,Clinchport,VA,24244,36.732194,-82.691399
Nickelsville Elementary Scott County Public Schools,Nickelsville Elementary,Scott County Public Schools,11415 Nickesville Hwy,Nickelsville,VA,24271,36.750254,-82.422287
Atkins Elementary Smyth County Public Schools,Atkins Elementary,Smyth County Public Schools,5903 Lee Hwy,Atkins,VA,24311,36.868044,-81.41926
Chilhowie Elementary Smyth County Public Schools,Chilhowie Elementary,Smyth County Public Schools,130 East Lee Hwy,Chiilhowie,VA,24319,36.798689,-81.681996
Marion Elementary Smyth County Public Schools,Marion Elementary,Smyth County Public Schools,188 Star Mountain Dr,Marion,VA,24354,36.840635,-81.500239
Oak Point Elementary Smyth County Public Schools,Oak Point Elementary,Smyth County Public Schools,138 OAK POINT DR,Marion,VA,24354,36.814481,-81.591589
Rich Valley Elementary Smyth County Public Schools,Rich Valley Elementary,Smyth County Public Schools,196 Long Hollow Rd,Saltville,VA,24370,36.928053,-81.626757
Saltville Elementary Smyth County Public Schools,Saltville Elementary,Smyth County Public Schools,1013 E Main St,Saltville,VA,24370,36.889123,-81.755228
Sugar Grove Elementary Smyth County Public Schools,Sugar Grove Elementary,Smyth County Public Schools,242 Teas Rd,Sugar Grove,VA,24375,36.773323,-81.416461
Booker T. Washington Elementary Suffolk City Public Schools,Booker T. Washington Elementary,Suffolk City Public Schools,204 Walnut Street,Suffolk,VA,23434,36.7224,-76.571592
Creekside Elementary Suffolk City Public Schools,Creekside Elementary,Suffolk City Public Schools,1000 Bennetts Creek Park Road,Suffolk,VA,23435,36.851243,-76.462887
Elephant's Fork Elementary Suffolk City Public Schools,Elephant's Fork Elementary,Suffolk City Public Schools,2316 William Reid Dr,Suffolk,VA,23434,36.766417,-76.58894
Florence Bowser Elementary Suffolk City Public Schools,Florence Bowser Elementary,Suffolk City Public Schools,4540 Nansemond Pkwy,Suffolk,VA,23435,36.824206,-76.491313
Hillpoint Elementary Suffolk City Public Schools,Hillpoint Elementary,Suffolk City Public Schools,1101 Hillpoint Rd,Suffolk,VA,23434,36.775264,-76.563296
