School,Division,Degree_Percent,Degree_Type,Sch_Div
William Monroe Middle,Greene County Public Schools,0,Doctoral Degree,William Monroe Middle Greene County Public Schools
Dupont Elementary,Hopewell City Public Schools,59,Bachelor's Degree,Dupont Elementary Hopewell City Public Schools
Dupont Elementary,Hopewell City Public Schools,38,Master's Degree,Dupont Elementary Hopewell City Public Schools
Dupont Elementary,Hopewell City Public Schools,2,Doctoral Degree,Dupont Elementary Hopewell City Public Schools
Harry E. James Elementary,Hopewell City Public Schools,52,Bachelor's Degree,Harry E. James Elementary Hopewell City Public Schools
Harry E. James Elementary,Hopewell City Public Schools,38,Master's Degree,Harry E. James Elementary Hopewell City Public Schools
Harry E. James Elementary,Hopewell City Public Schools,2,Doctoral Degree,Harry E. James Elementary Hopewell City Public Schools
Hopewell High,Hopewell City Public Schools,42,Bachelor's Degree,Hopewell High Hopewell City Public Schools
Hopewell High,Hopewell City Public Schools,49,Master's Degree,Hopewell High Hopewell City Public Schools
Hopewell High,Hopewell City Public Schools,1,Doctoral Degree,Hopewell High Hopewell City Public Schools
Carter G. Woodson Middle,Hopewell City Public Schools,61,Bachelor's Degree,Carter G. Woodson Middle Hopewell City Public Schools
Carter G. Woodson Middle,Hopewell City Public Schools,35,Master's Degree,Carter G. Woodson Middle Hopewell City Public Schools
Carter G. Woodson Middle,Hopewell City Public Schools,0,Doctoral Degree,Carter G. Woodson Middle Hopewell City Public Schools
Patrick Copeland Elementary,Hopewell City Public Schools,55,Bachelor's Degree,Patrick Copeland Elementary Hopewell City Public Schools
Patrick Copeland Elementary,Hopewell City Public Schools,30,Master's Degree,Patrick Copeland Elementary Hopewell City Public Schools
Patrick Copeland Elementary,Hopewell City Public Schools,5,Doctoral Degree,Patrick Copeland Elementary Hopewell City Public Schools
Thomas Jefferson Elementary,Louisa County Public Schools,52,Bachelor's Degree,Thomas Jefferson Elementary Louisa County Public Schools
Thomas Jefferson Elementary,Louisa County Public Schools,42,Master's Degree,Thomas Jefferson Elementary Louisa County Public Schools
Thomas Jefferson Elementary,Louisa County Public Schools,1,Doctoral Degree,Thomas Jefferson Elementary Louisa County Public Schools
Trevilians Elementary,Louisa County Public Schools,55,Bachelor's Degree,Trevilians Elementary Louisa County Public Schools
Trevilians Elementary,Louisa County Public Schools,42,Master's Degree,Trevilians Elementary Louisa County Public Schools
Trevilians Elementary,Louisa County Public Schools,0,Doctoral Degree,Trevilians Elementary Louisa County Public Schools
Jouett Elementary,Louisa County Public Schools,50,Bachelor's Degree,Jouett Elementary Louisa County Public Schools
Jouett Elementary,Louisa County Public Schools,47,Master's Degree,Jouett Elementary Louisa County Public Schools
Jouett Elementary,Louisa County Public Schools,2,Doctoral Degree,Jouett Elementary Louisa County Public Schools
Louisa County High,Louisa County Public Schools,51,Bachelor's Degree,Louisa County High Louisa County Public Schools
Louisa County High,Louisa County Public Schools,42,Master's Degree,Louisa County High Louisa County Public Schools
Louisa County High,Louisa County Public Schools,0,Doctoral Degree,Louisa County High Louisa County Public Schools
Louisa County Middle,Louisa County Public Schools,50,Bachelor's Degree,Louisa County Middle Louisa County Public Schools
Louisa County Middle,Louisa County Public Schools,47,Master's Degree,Louisa County Middle Louisa County Public Schools
Louisa County Middle,Louisa County Public Schools,0,Doctoral Degree,Louisa County Middle Louisa County Public Schools
Moss-Nuckols Elementary,Louisa County Public Schools,43,Bachelor's Degree,Moss-Nuckols Elementary Louisa County Public Schools
Moss-Nuckols Elementary,Louisa County Public Schools,51,Master's Degree,Moss-Nuckols Elementary Louisa County Public Schools
Moss-Nuckols Elementary,Louisa County Public Schools,0,Doctoral Degree,Moss-Nuckols Elementary Louisa County Public Schools
Baldwin Intermediate,Manassas City Public Schools,38,Bachelor's Degree,Baldwin Intermediate Manassas City Public Schools
Baldwin Intermediate,Manassas City Public Schools,63,Master's Degree,Baldwin Intermediate Manassas City Public Schools
Baldwin Intermediate,Manassas City Public Schools,0,Doctoral Degree,Baldwin Intermediate Manassas City Public Schools
Mayfield Intermediate,Manassas City Public Schools,32,Bachelor's Degree,Mayfield Intermediate Manassas City Public Schools
Mayfield Intermediate,Manassas City Public Schools,65,Master's Degree,Mayfield Intermediate Manassas City Public Schools
Mayfield Intermediate,Manassas City Public Schools,2,Doctoral Degree,Mayfield Intermediate Manassas City Public Schools
Richard C. Haydon Elementary,Manassas City Public Schools,34,Bachelor's Degree,Richard C. Haydon Elementary Manassas City Public Schools
Richard C. Haydon Elementary,Manassas City Public Schools,57,Master's Degree,Richard C. Haydon Elementary Manassas City Public Schools
Richard C. Haydon Elementary,Manassas City Public Schools,0,Doctoral Degree,Richard C. Haydon Elementary Manassas City Public Schools
Weems Elementary,Manassas City Public Schools,30,Bachelor's Degree,Weems Elementary Manassas City Public Schools
Weems Elementary,Manassas City Public Schools,63,Master's Degree,Weems Elementary Manassas City Public Schools
Weems Elementary,Manassas City Public Schools,3,Doctoral Degree,Weems Elementary Manassas City Public Schools
Osbourn High,Manassas City Public Schools,29,Bachelor's Degree,Osbourn High Manassas City Public Schools
Osbourn High,Manassas City Public Schools,65,Master's Degree,Osbourn High Manassas City Public Schools
Osbourn High,Manassas City Public Schools,2,Doctoral Degree,Osbourn High Manassas City Public Schools
Baldwin Elementary,Manassas City Public Schools,35,Bachelor's Degree,Baldwin Elementary Manassas City Public Schools
Baldwin Elementary,Manassas City Public Schools,63,Master's Degree,Baldwin Elementary Manassas City Public Schools
Baldwin Elementary,Manassas City Public Schools,0,Doctoral Degree,Baldwin Elementary Manassas City Public Schools
George Carr Round Elementary,Manassas City Public Schools,31,Bachelor's Degree,George Carr Round Elementary Manassas City Public Schools
George Carr Round Elementary,Manassas City Public Schools,67,Master's Degree,George Carr Round Elementary Manassas City Public Schools
George Carr Round Elementary,Manassas City Public Schools,0,Doctoral Degree,George Carr Round Elementary Manassas City Public Schools
Jennie Dean Elementary,Manassas City Public Schools,39,Bachelor's Degree,Jennie Dean Elementary Manassas City Public Schools
Jennie Dean Elementary,Manassas City Public Schools,57,Master's Degree,Jennie Dean Elementary Manassas City Public Schools
Jennie Dean Elementary,Manassas City Public Schools,0,Doctoral Degree,Jennie Dean Elementary Manassas City Public Schools
Nelson County High,Nelson County Public Schools,31,Bachelor's Degree,Nelson County High Nelson County Public Schools
Nelson County High,Nelson County Public Schools,59,Master's Degree,Nelson County High Nelson County Public Schools
Nelson County High,Nelson County Public Schools,3,Doctoral Degree,Nelson County High Nelson County Public Schools
Nelson Middle,Nelson County Public Schools,37,Bachelor's Degree,Nelson Middle Nelson County Public Schools
Nelson Middle,Nelson County Public Schools,58,Master's Degree,Nelson Middle Nelson County Public Schools
Nelson Middle,Nelson County Public Schools,5,Doctoral Degree,Nelson Middle Nelson County Public Schools
Rockfish River Elementary,Nelson County Public Schools,39,Bachelor's Degree,Rockfish River Elementary Nelson County Public Schools
Rockfish River Elementary,Nelson County Public Schools,58,Master's Degree,Rockfish River Elementary Nelson County Public Schools
Rockfish River Elementary,Nelson County Public Schools,0,Doctoral Degree,Rockfish River Elementary Nelson County Public Schools
Tye River Elementary,Nelson County Public Schools,51,Bachelor's Degree,Tye River Elementary Nelson County Public Schools
Tye River Elementary,Nelson County Public Schools,46,Master's Degree,Tye River Elementary Nelson County Public Schools
Tye River Elementary,Nelson County Public Schools,0,Doctoral Degree,Tye River Elementary Nelson County Public Schools
Orange Elementary,Orange County Public Schools,51,Bachelor's Degree,Orange Elementary Orange County Public Schools
Orange Elementary,Orange County Public Schools,40,Master's Degree,Orange Elementary Orange County Public Schools
Orange Elementary,Orange County Public Schools,0,Doctoral Degree,Orange Elementary Orange County Public Schools
Prospect Heights Middle,Orange County Public Schools,40,Bachelor's Degree,Prospect Heights Middle Orange County Public Schools
Prospect Heights Middle,Orange County Public Schools,49,Master's Degree,Prospect Heights Middle Orange County Public Schools
Prospect Heights Middle,Orange County Public Schools,0,Doctoral Degree,Prospect Heights Middle Orange County Public Schools
Locust Grove Elementary,Orange County Public Schools,51,Bachelor's Degree,Locust Grove Elementary Orange County Public Schools
Locust Grove Elementary,Orange County Public Schools,41,Master's Degree,Locust Grove Elementary Orange County Public Schools
Locust Grove Elementary,Orange County Public Schools,3,Doctoral Degree,Locust Grove Elementary Orange County Public Schools
Locust Grove Middle,Orange County Public Schools,41,Bachelor's Degree,Locust Grove Middle Orange County Public Schools
Locust Grove Middle,Orange County Public Schools,51,Master's Degree,Locust Grove Middle Orange County Public Schools
Locust Grove Middle,Orange County Public Schools,2,Doctoral Degree,Locust Grove Middle Orange County Public Schools
Gordon-Barbour Elementary,Orange County Public Schools,54,Bachelor's Degree,Gordon-Barbour Elementary Orange County Public Schools
Gordon-Barbour Elementary,Orange County Public Schools,40,Master's Degree,Gordon-Barbour Elementary Orange County Public Schools
Gordon-Barbour Elementary,Orange County Public Schools,0,Doctoral Degree,Gordon-Barbour Elementary Orange County Public Schools
Lightfoot Elementary,Orange County Public Schools,36,Bachelor's Degree,Lightfoot Elementary Orange County Public Schools
Lightfoot Elementary,Orange County Public Schools,46,Master's Degree,Lightfoot Elementary Orange County Public Schools
Lightfoot Elementary,Orange County Public Schools,0,Doctoral Degree,Lightfoot Elementary Orange County Public Schools
Poquoson Elementary,Poquoson City Public Schools,40,Bachelor's Degree,Poquoson Elementary Poquoson City Public Schools
Poquoson Elementary,Poquoson City Public Schools,51,Master's Degree,Poquoson Elementary Poquoson City Public Schools
Poquoson Elementary,Poquoson City Public Schools,0,Doctoral Degree,Poquoson Elementary Poquoson City Public Schools
Poquoson Middle,Poquoson City Public Schools,40,Bachelor's Degree,Poquoson Middle Poquoson City Public Schools
Poquoson Middle,Poquoson City Public Schools,58,Master's Degree,Poquoson Middle Poquoson City Public Schools
Poquoson Middle,Poquoson City Public Schools,0,Doctoral Degree,Poquoson Middle Poquoson City Public Schools
Poquoson High,Poquoson City Public Schools,42,Bachelor's Degree,Poquoson High Poquoson City Public Schools
Poquoson High,Poquoson City Public Schools,55,Master's Degree,Poquoson High Poquoson City Public Schools
Poquoson High,Poquoson City Public Schools,2,Doctoral Degree,Poquoson High Poquoson City Public Schools
Binford Middle,Richmond City Public Schools,25,Bachelor's Degree,Binford Middle Richmond City Public Schools
Binford Middle,Richmond City Public Schools,70,Master's Degree,Binford Middle Richmond City Public Schools
Binford Middle,Richmond City Public Schools,3,Doctoral Degree,Binford Middle Richmond City Public Schools
Richmond Alternative,Richmond City Public Schools,57,Bachelor's Degree,Richmond Alternative Richmond City Public Schools
Richmond Alternative,Richmond City Public Schools,43,Master's Degree,Richmond Alternative Richmond City Public Schools
Richmond Alternative,Richmond City Public Schools,0,Doctoral Degree,Richmond Alternative Richmond City Public Schools
John B. Cary Elementary,Richmond City Public Schools,39,Bachelor's Degree,John B. Cary Elementary Richmond City Public Schools
John B. Cary Elementary,Richmond City Public Schools,61,Master's Degree,John B. Cary Elementary Richmond City Public Schools
John B. Cary Elementary,Richmond City Public Schools,0,Doctoral Degree,John B. Cary Elementary Richmond City Public Schools
River City Middle,Richmond City Public Schools,46,Bachelor's Degree,River City Middle Richmond City Public Schools
River City Middle,Richmond City Public Schools,50,Master's Degree,River City Middle Richmond City Public Schools
River City Middle,Richmond City Public Schools,0,Doctoral Degree,River City Middle Richmond City Public Schools
George Wythe High,Richmond City Public Schools,46,Bachelor's Degree,George Wythe High Richmond City Public Schools
George Wythe High,Richmond City Public Schools,51,Master's Degree,George Wythe High Richmond City Public Schools
George Wythe High,Richmond City Public Schools,3,Doctoral Degree,George Wythe High Richmond City Public Schools
Lucille M. Brown Middle,Richmond City Public Schools,47,Bachelor's Degree,Lucille M. Brown Middle Richmond City Public Schools
Lucille M. Brown Middle,Richmond City Public Schools,49,Master's Degree,Lucille M. Brown Middle Richmond City Public Schools
Lucille M. Brown Middle,Richmond City Public Schools,2,Doctoral Degree,Lucille M. Brown Middle Richmond City Public Schools
Miles Jones Elementary,Richmond City Public Schools,32,Bachelor's Degree,Miles Jones Elementary Richmond City Public Schools
Miles Jones Elementary,Richmond City Public Schools,68,Master's Degree,Miles Jones Elementary Richmond City Public Schools
Miles Jones Elementary,Richmond City Public Schools,0,Doctoral Degree,Miles Jones Elementary Richmond City Public Schools
Richmond Career Education and Employment Charter School,Richmond City Public Schools,33,Bachelor's Degree,Richmond Career Education and Employment Charter School Richmond City Public Schools
Richmond Career Education and Employment Charter School,Richmond City Public Schools,50,Master's Degree,Richmond Career Education and Employment Charter School Richmond City Public Schools
Richmond Career Education and Employment Charter School,Richmond City Public Schools,0,Doctoral Degree,Richmond Career Education and Employment Charter School Richmond City Public Schools
Ginter Park Elementary,Richmond City Public Schools,44,Bachelor's Degree,Ginter Park Elementary Richmond City Public Schools
Ginter Park Elementary,Richmond City Public Schools,56,Master's Degree,Ginter Park Elementary Richmond City Public Schools
Ginter Park Elementary,Richmond City Public Schools,0,Doctoral Degree,Ginter Park Elementary Richmond City Public Schools
George W. Carver Elementary,Richmond City Public Schools,52,Bachelor's Degree,George W. Carver Elementary Richmond City Public Schools
George W. Carver Elementary,Richmond City Public Schools,41,Master's Degree,George W. Carver Elementary Richmond City Public Schools
George W. Carver Elementary,Richmond City Public Schools,7,Doctoral Degree,George W. Carver Elementary Richmond City Public Schools
Open High,Richmond City Public Schools,12,Bachelor's Degree,Open High Richmond City Public Schools
Open High,Richmond City Public Schools,88,Master's Degree,Open High Richmond City Public Schools
Open High,Richmond City Public Schools,0,Doctoral Degree,Open High Richmond City Public Schools
Amelia Street Special Education,Richmond City Public Schools,60,Bachelor's Degree,Amelia Street Special Education Richmond City Public Schools
Amelia Street Special Education,Richmond City Public Schools,20,Master's Degree,Amelia Street Special Education Richmond City Public Schools
Amelia Street Special Education,Richmond City Public Schools,20,Doctoral Degree,Amelia Street Special Education Richmond City Public Schools
Albert Hill Middle,Richmond City Public Schools,38,Bachelor's Degree,Albert Hill Middle Richmond City Public Schools
Albert Hill Middle,Richmond City Public Schools,53,Master's Degree,Albert Hill Middle Richmond City Public Schools
Albert Hill Middle,Richmond City Public Schools,2,Doctoral Degree,Albert Hill Middle Richmond City Public Schools
Barack Obama Elementary,Richmond City Public Schools,30,Bachelor's Degree,Barack Obama Elementary Richmond City Public Schools
Barack Obama Elementary,Richmond City Public Schools,70,Master's Degree,Barack Obama Elementary Richmond City Public Schools
Barack Obama Elementary,Richmond City Public Schools,0,Doctoral Degree,Barack Obama Elementary Richmond City Public Schools
Richmond Community High,Richmond City Public Schools,29,Bachelor's Degree,Richmond Community High Richmond City Public Schools
Richmond Community High,Richmond City Public Schools,57,Master's Degree,Richmond Community High Richmond City Public Schools
Richmond Community High,Richmond City Public Schools,14,Doctoral Degree,Richmond Community High Richmond City Public Schools
Overby-Sheppard Elementary,Richmond City Public Schools,26,Bachelor's Degree,Overby-Sheppard Elementary Richmond City Public Schools
Overby-Sheppard Elementary,Richmond City Public Schools,74,Master's Degree,Overby-Sheppard Elementary Richmond City Public Schools
Overby-Sheppard Elementary,Richmond City Public Schools,0,Doctoral Degree,Overby-Sheppard Elementary Richmond City Public Schools
Fairfield Court Elementary,Richmond City Public Schools,48,Bachelor's Degree,Fairfield Court Elementary Richmond City Public Schools
Fairfield Court Elementary,Richmond City Public Schools,48,Master's Degree,Fairfield Court Elementary Richmond City Public Schools
Fairfield Court Elementary,Richmond City Public Schools,4,Doctoral Degree,Fairfield Court Elementary Richmond City Public Schools
Woodville Elementary,Richmond City Public Schools,66,Bachelor's Degree,Woodville Elementary Richmond City Public Schools
Woodville Elementary,Richmond City Public Schools,28,Master's Degree,Woodville Elementary Richmond City Public Schools
Woodville Elementary,Richmond City Public Schools,0,Doctoral Degree,Woodville Elementary Richmond City Public Schools
Henry Marsh III Elementary,Richmond City Public Schools,44,Bachelor's Degree,Henry Marsh III Elementary Richmond City Public Schools
Henry Marsh III Elementary,Richmond City Public Schools,50,Master's Degree,Henry Marsh III Elementary Richmond City Public Schools
Henry Marsh III Elementary,Richmond City Public Schools,0,Doctoral Degree,Henry Marsh III Elementary Richmond City Public Schools
Bellevue Elementary,Richmond City Public Schools,33,Bachelor's Degree,Bellevue Elementary Richmond City Public Schools
Bellevue Elementary,Richmond City Public Schools,62,Master's Degree,Bellevue Elementary Richmond City Public Schools
Bellevue Elementary,Richmond City Public Schools,0,Doctoral Degree,Bellevue Elementary Richmond City Public Schools
Chimborazo Elementary,Richmond City Public Schools,33,Bachelor's Degree,Chimborazo Elementary Richmond City Public Schools
Chimborazo Elementary,Richmond City Public Schools,67,Master's Degree,Chimborazo Elementary Richmond City Public Schools
Chimborazo Elementary,Richmond City Public Schools,0,Doctoral Degree,Chimborazo Elementary Richmond City Public Schools
Swansboro Elementary,Richmond City Public Schools,33,Bachelor's Degree,Swansboro Elementary Richmond City Public Schools
Swansboro Elementary,Richmond City Public Schools,52,Master's Degree,Swansboro Elementary Richmond City Public Schools
Swansboro Elementary,Richmond City Public Schools,10,Doctoral Degree,Swansboro Elementary Richmond City Public Schools
Blackwell Elementary,Richmond City Public Schools,34,Bachelor's Degree,Blackwell Elementary Richmond City Public Schools
Blackwell Elementary,Richmond City Public Schools,66,Master's Degree,Blackwell Elementary Richmond City Public Schools
Blackwell Elementary,Richmond City Public Schools,0,Doctoral Degree,Blackwell Elementary Richmond City Public Schools
Cardinal Elementary,Richmond City Public Schools,39,Bachelor's Degree,Cardinal Elementary Richmond City Public Schools
Cardinal Elementary,Richmond City Public Schools,59,Master's Degree,Cardinal Elementary Richmond City Public Schools
Cardinal Elementary,Richmond City Public Schools,0,Doctoral Degree,Cardinal Elementary Richmond City Public Schools
J.L. Francis Elementary,Richmond City Public Schools,46,Bachelor's Degree,J.L. Francis Elementary Richmond City Public Schools
J.L. Francis Elementary,Richmond City Public Schools,54,Master's Degree,J.L. Francis Elementary Richmond City Public Schools
J.L. Francis Elementary,Richmond City Public Schools,0,Doctoral Degree,J.L. Francis Elementary Richmond City Public Schools
Oak Grove/Bellemeade Elementary,Richmond City Public Schools,48,Bachelor's Degree,Oak Grove/Bellemeade Elementary Richmond City Public Schools
Oak Grove/Bellemeade Elementary,Richmond City Public Schools,44,Master's Degree,Oak Grove/Bellemeade Elementary Richmond City Public Schools
Oak Grove/Bellemeade Elementary,Richmond City Public Schools,2,Doctoral Degree,Oak Grove/Bellemeade Elementary Richmond City Public Schools
Southampton Elementary,Richmond City Public Schools,45,Bachelor's Degree,Southampton Elementary Richmond City Public Schools
Southampton Elementary,Richmond City Public Schools,52,Master's Degree,Southampton Elementary Richmond City Public Schools
Southampton Elementary,Richmond City Public Schools,0,Doctoral Degree,Southampton Elementary Richmond City Public Schools
Huguenot High,Richmond City Public Schools,39,Bachelor's Degree,Huguenot High Richmond City Public Schools
Huguenot High,Richmond City Public Schools,56,Master's Degree,Huguenot High Richmond City Public Schools
Huguenot High,Richmond City Public Schools,2,Doctoral Degree,Huguenot High Richmond City Public Schools
Elizabeth D. Redd Elementary,Richmond City Public Schools,10,Bachelor's Degree,Elizabeth D. Redd Elementary Richmond City Public Schools
Elizabeth D. Redd Elementary,Richmond City Public Schools,86,Master's Degree,Elizabeth D. Redd Elementary Richmond City Public Schools
Elizabeth D. Redd Elementary,Richmond City Public Schools,3,Doctoral Degree,Elizabeth D. Redd Elementary Richmond City Public Schools
